figma_path,outcome,detail,url
ecommerce/indo/orami,downloaded,"brand-site | unknown | 1.90:1 (horizontal, 1200x630) | has own baked-in background",https://www.orami.co.id/static/images/orami-parenting-meta-image.png
ecommerce/indo/sociolla,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/2f/cd/e0/2fcde042-8eef-3a8e-92fb-91f1716ddc82/AppIcon-0-0-1x_U007emarketing-0-6-0-85-220.png/1024x1024bb.png
ecommerce/indo/ralali,unresolved,no candidates found,
ecommerce/indo/jd-id,skipped,flagged excluded — no asset to source,
banks/sea/sg/dbs,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/08/72/3a/08723a08-47c6-8514-a6fe-70d4916f0637/AppIcon-0-0-1x_U007emarketing-0-11-0-sRGB-85-220.png/1024x1024bb.png
banks/sea/sg/ocbc,downloaded,"brand-press | wordmark | 3.72:1 (horizontal, 1160x312) | transparent",https://www.ocbc.com/iwov-resources/sg/ocbc/gbc/img/logo_ocbc.png
banks/sea/sg/uob,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/c9/03/b3/c903b35f-2ee9-9282-87fc-3d4941ae5475/AppIcon-0-0-1x_U007emarketing-0-7-0-85-220.png/1024x1024bb.png
banks/sea/sg/standard-chartered,downloaded,"brand-press | icon | 1.00:1 (square, 200x200) | transparent",https://av.sc.com/sg/content/images/content/images/cropped-cropped-favicon-cropped-512x512-1-200x200.png
banks/sea/sg/citibank,downloaded,"brand-press | wordmark | 1.94:1 (horizontal, 66x34) | vector (verify no baked-in background)",https://www.citibank.com.sg/content/experience-fragments/cgcpc/sg/prelogin/www-citibank-com-sg/footer/master/_jcr_content/root/container/container_1938911663/container_780719881/image.coreimg.svg/1756189707913/citi-logo.svg
banks/sea/sg/maybank,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/db/ae/17/dbae176c-f96f-7499-0174-ce2ca116c103/AppIcon-0-0-1x_U007emarketing-0-6-0-85-220.png/1024x1024bb.png
banks/sea/my/maybank,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/c2/19/4f/c2194f6a-05b6-858c-b1a3-c04d65782467/AppIcon-0-0-1x_U007emarketing-0-8-0-0-85-220.png/1024x1024bb.png
banks/sea/my/cimb,downloaded,"brand-site | app-icon | 1.00:1 (square, 152x152) | transparent",https://www.cimb.com.my/content/dam/cimb/favicon/apple-touch-icon-152x152.png
banks/sea/my/public-bank,downloaded,"brand-site | wordmark | 4.00:1 (horizontal, 2000x500) | vector (verify no baked-in background)",https://www.pbebank.com/media/vxfbkfv0/pbb-60th-anniversary.svg
banks/sea/my/rhb,downloaded,"brand-site | wordmark | 3.10:1 (horizontal, 248x80) | transparent",https://www.rhbgroup.com/-/media/Project/RHB/Logo/logo.png
banks/sea/my/hong-leong-bank,downloaded,"brand-press | wordmark | 5.50:1 (horizontal, 220x40) | transparent",https://www.hlb.com.my/content/dam/global/icons/logo-hong-leong-desktop.png
banks/sea/my/ambank,downloaded,"brand-site | wordmark | 1.72:1 (horizontal, 105x61) | vector (verify no baked-in background)",https://www.ambank.com.my/assets/images/logo/main.svg
banks/sea/my/bank-islam,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/9d/66/a9/9d66a9c1-716a-304a-e370-56d4252c0a3e/AppIcon-0-0-1x_U007emarketing-0-8-0-0-85-220.png/1024x1024bb.png
banks/sea/th/bangkok-bank,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/3c/5a/6d/3c5a6d5c-dafe-9e51-4b85-99234f990e8b/AppIcon_Rel28-0-0-1x_U007ephone-0-1-0-85-220.png/1024x1024bb.png
banks/sea/th/kasikornbank,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/65/5f/40/655f401a-8db0-8e29-cb11-0701f411906f/AppIcon-0-0-1x_U007emarketing-0-7-0-P3-85-220.png/1024x1024bb.png
banks/sea/th/scb,downloaded,"brand-site | icon | 1.00:1 (square, 700x700) | vector (verify no baked-in background)",https://www.scb.co.th/etc.clientlibs/settings/wcm/designs/scb/scb-design/resources/safari-pinned-tab.svg
banks/sea/th/krungthai,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/bb/ae/be/bbaebea1-2451-9918-8ed8-7a7f37a95ba8/AppIcon-0-0-1x_U007emarketing-0-8-0-sRGB-85-220.png/1024x1024bb.png
banks/sea/th/krungsri,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/4f/8e/65/4f8e6504-5e5e-5e47-c876-fe60321af107/AppIcons-0-0-1x_U007emarketing-0-4-0-85-220.png/1024x1024bb.png
banks/sea/th/ttb,downloaded,"brand-site | icon | 1.00:1 (square, 512x512) | vector (verify no baked-in background)",https://www.ttbbank.com/favicon.svg
banks/sea/ph/bdo,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/c0/c8/86/c0c88687-a8e7-e09a-796e-b2bbbdf6ffb6/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/1024x1024bb.png
banks/sea/ph/bpi,downloaded,"brand-site | wordmark | 2.38:1 (horizontal, 100x42) | vector (verify no baked-in background)",https://www.bpi.com.ph/content/dam/bpi/main-navigation/BPI_RT__96x42_header_rev.svg
banks/sea/ph/metrobank,downloaded,"brand-press | wordmark | 4.16:1 (horizontal, 233x56) | transparent",https://web-assets.metrobank.com.ph/1724928977-mb-yigh-logo-2019-electric-blue.png
banks/sea/ph/landbank,downloaded,"brand-site | icon | 1.00:1 (square, 128x128) | transparent",https://www.landbank.com/favicon.ico
banks/sea/ph/security-bank,downloaded,"brand-site | app-icon | 1.00:1 (square, 152x152) | transparent",https://www.securitybank.com/favicon/apple-touch-icon-152x152.png
banks/sea/ph/unionbank,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/cf/fc/1c/cffc1cad-ec2f-9b7b-1b2a-106b3ccdccbb/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/1024x1024bb.png
banks/sea/vn/vietcombank,downloaded,"brand-site | wordmark | 2.94:1 (horizontal, 365x124) | transparent",https://www.vietcombank.com.vn/-/media/Project/VCB-Sites/VCB/Home-page/VCB-Logo/Logo-VCB-no-60.png?ts=20240605031450
banks/sea/vn/vietinbank,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/25/2b/cd/252bcdeb-b634-a7f9-00b8-ea704e528f51/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/1024x1024bb.png
banks/sea/vn/bidv,downloaded,"brand-site | wordmark | 1.45:1 (horizontal, 1905x1312) | has own baked-in background",https://bidv.com.vn/wps/wcm/connect/7d6f3c42-23d4-4868-8340-20114a00d51a/logo+bhtg.jpg?MOD=AJPERES
banks/sea/vn/techcombank,downloaded,"brand-site | wordmark | 7.38:1 (horizontal, 406x55) | vector (verify no baked-in background)",https://techcombank.com/content/dam/techcombank/public-site/seo/techcombank_logo_svg_86201e50d1.svg
banks/sea/vn/vpbank,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/23/35/72/23357258-570b-9294-08f3-f29093ad87de/AppIcon-0-0-1x_U007ephone-0-11-0-sRGB-85-220.jpeg/1024x1024bb.png
banks/sea/vn/acb,downloaded,"brand-site | wordmark | 2.41:1 (horizontal, 135x56) | vector (verify no baked-in background)",https://acb.com.vn/_next/image?url=%2Fimages%2Flogo.svg&w=384&q=70
banks/sea/vn/sacombank,downloaded,"brand-site | icon | 1.00:1 (square, 512x512) | transparent",https://www.sacombank.com.vn/android-chrome-512x512.png
banks/sea/kh/aba-bank,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/e8/7a/6d/e87a6d83-f52e-7157-75cd-217b7b51d264/AppIcon-0-0-1x_U007ephone-0-1-0-P3-85-220.png/1024x1024bb.png
banks/sea/la/bcel,downloaded,"brand-site | wordmark | 1.03:1 (square, 130x126) | transparent",https://www.bcel.com.la/bcel/resources/imgs/ibank1_1.png
banks/sea/bn/bibd,downloaded,"brand-site | wordmark | 2.67:1 (horizontal, 155x58) | transparent",https://bibd.com.bn/wp-content/uploads/2021/10/BIBD-logo.png
banks/sea/mm/kbz-bank,skipped,sanctioned/sensitive jurisdiction — needs human sign-off,
ewallets/sea/sg/grabpay,downloaded,"brand-press | unknown | 1.90:1 (horizontal, 1200x630) | has own baked-in background",https://assets.grab.com/wp-content/uploads/sites/4/2021/04/15151634/Grab_Logo_2021.jpg
ewallets/sea/sg/paylah,unusable,"11 candidate(s), none met the 128px floor",
ewallets/sea/sg/dash,downloaded,"brand-press | unknown | 1.90:1 (horizontal, 1200x630) | has own baked-in background",https://dash.com.sg/assets/images/general/site-thumbnail.png
ewallets/sea/sg/favepay,downloaded,"brand-site | icon | 1.00:1 (square, 700x700) | vector (verify no baked-in background)",https://myfave.com/favicons/safari-pinned-tab.svg
ewallets/sea/sg/youtrip,downloaded,"brand-site | app-icon | 1.00:1 (square, 300x300) | has own baked-in background",https://www.you.co/sg/wp-content/uploads/sites/2/2025/11/icon-512x512-1-300x300.png
ewallets/sea/my/touch-n-go,downloaded,"brand-press | unknown | 1.50:1 (horizontal, 2231x1487) | has own baked-in background",https://www.touchngo.com.my/assets/press-release/putrabrandaward/TNGD_Putra-Brand-of-the-Year-Award.jpg
ewallets/sea/my/grabpay,downloaded,"brand-press | unknown | 1.90:1 (horizontal, 1200x630) | has own baked-in background",https://assets.grab.com/wp-content/uploads/sites/8/2021/04/15153013/Grab_Logo_2021.jpg
ewallets/sea/my/boost,downloaded,"brand-site | wordmark | 3.13:1 (horizontal, 2033x649) | vector (verify no baked-in background)",https://myboost.co/themes/custom/boost_web/assets/img/logo.svg
ewallets/sea/my/shopeepay,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/c9/4d/36/c94d36f7-8a91-d36c-8bed-2c331fe238bb/AppIcon-1x_U007ephone-0-1-0-0-85-220-0.png/1024x1024bb.png
ewallets/sea/my/bigpay,downloaded,"brand-press | unknown | 1.00:1 (square, 512x512) | transparent",https://bigpayme.com/assets/bigpay-logo-512.png
ewallets/sea/th/truemoney,downloaded,"brand-site | app-icon | 1.00:1 (square, 180x180) | transparent",https://www.truemoney.com/wp-content/uploads/2026/08/truemoney-icon-180.png
ewallets/sea/th/rabbit-line-pay,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/3b/8b/f4/3b8bf408-788e-5059-05ab-e4857b3dd559/AppIcon-0-0-1x_U007emarketing-0-8-0-85-220.png/1024x1024bb.png
ewallets/sea/th/shopeepay,unusable,"4 candidate(s), none met the 128px floor",
ewallets/sea/th/grabpay,downloaded,"brand-press | unknown | 1.90:1 (horizontal, 1200x630) | has own baked-in background",https://assets.grab.com/wp-content/uploads/sites/10/2021/04/15154415/Grab_Logo_2021.jpg
ewallets/sea/ph/gcash,downloaded,"brand-site | wordmark | 1.18:1 (horizontal, 72x61) | vector (verify no baked-in background)",https://cdn.prod.website-files.com/6385b55675a0bd614777a5c1/6474928322d48888f6c8cfe5_biz-gcash-logo.svg
ewallets/sea/ph/maya,downloaded,"brand-site | wordmark | 3.50:1 (horizontal, 147x42) | vector (verify no baked-in background)",https://www.maya.ph/hubfs/Maya/money-green.svg
ewallets/sea/ph/grabpay,downloaded,"brand-press | unknown | 1.90:1 (horizontal, 1200x630) | has own baked-in background",https://assets.grab.com/wp-content/uploads/sites/12/2021/04/15154552/Grab_Logo_2021.jpg
ewallets/sea/ph/coins-ph,downloaded,"brand-press | icon | 1.00:1 (square, 512x512) | transparent",https://exchange-prod-coins-landing.s3.ap-northeast-1.amazonaws.com/coins-landing/favicon_42b1136f5c.png
ewallets/sea/vn/momo,downloaded,"brand-site | app-icon | 1.00:1 (square, 180x180) | transparent",https://homepage.momocdn.net/img/momo-amazone-s3-api-241023152559-638652939595693626.png
ewallets/sea/vn/zalopay,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/8b/26/d5/8b26d5b4-c2ad-9324-0130-4c281ea02676/AppIcon-0-0-1x_U007emarketing-0-6-0-85-220.png/1024x1024bb.png
ewallets/sea/vn/vnpay,downloaded,"brand-site | wordmark | 3.29:1 (horizontal, 138x42) | vector (verify no baked-in background)",https://1889324617.cloud.edgevnpay.vn/assets/images/logo-icon/logo-primary.svg
ewallets/sea/vn/shopeepay,unusable,"4 candidate(s), none met the 128px floor",
ewallets/sea/vn/moca,skipped,flagged excluded — no asset to source,
ewallets/sea/kh/wing,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/95/cd/f4/95cdf484-1e7a-b024-87aa-9edc35d3482c/AppIcon-0-0-1x_U007ephone-0-1-0-sRGB-85-220.png/1024x1024bb.png
ewallets/sea/mm/kbzpay,skipped,sanctioned/sensitive jurisdiction — needs human sign-off,
ewallets/sea/la/bcel-one,downloaded,"brand-site | wordmark | 1.03:1 (square, 130x126) | transparent",https://www.bcel.com.la/bcel/resources/imgs/ibank1_1.png
banks/international/gb/hsbc,downloaded,"brand-site | wordmark | 3.71:1 (horizontal, 315x85) | vector (verify no baked-in background)",https://www.hsbc.com/-/files/hsbc/header/hsbc-logo-200x25.svg?la=en-GB&h=25&hash=FCDFB4DC1991B6B5EE0AB98E7208CB82
banks/international/us/citibank,downloaded,"brand-site | icon | 1.00:1 (square, 367x367) | transparent",https://www.citi.com/cbol-hp-static-assets/assets/favicon.ico
banks/international/gb/standard-chartered,unusable,"5 candidate(s), none met the 128px floor",
banks/international/us/jpmorgan-chase,downloaded,"brand-site | wordmark | 5.25:1 (horizontal, 126x24) | vector (verify no baked-in background)",https://www.chase.com/content/dam/unified-assets/logo/chase/chase-logo/additional-file-formats/logo_chase_headerfooter.svg
banks/international/us/bank-of-america,downloaded,"brand-site | icon | 1.00:1 (square, 152x152) | vector (verify no baked-in background)",https://www.bankofamerica.com/homepage/spa-assets/images/assets-images-global-favicon-safari-pinned-tab-CSX1aebeef6.svg
banks/international/us/wells-fargo,downloaded,"brand-site | wordmark | 9.57:1 (horizontal, 220x23) | transparent",https://www17.wellsfargomedia.com/assets/images/rwd/wf_logo_220x23.png
banks/international/us/capital-one,downloaded,"brand-site | wordmark | 3.12:1 (horizontal, 100x32) | vector (verify no baked-in background)",https://ecm.capitalone.com/WCM/homepage/photos/more-than-a-bank/paze_logo.svg
banks/international/us/us-bank,downloaded,"brand-site | wordmark | 3.58:1 (horizontal, 258x72) | vector (verify no baked-in background)",https://www.usbank.com/etc.clientlibs/ecm-global/clientlibs/clientlib-resources/resources/images/svg/logo-personal.svg
banks/international/us/pnc-bank,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/25/26/e7/2526e7be-dd92-52b9-e618-606dcac1e3ea/AppIcon_Glass-0-0-1x_U007epad-0-1-0-sRGB-85-220.png/1024x1024bb.png
banks/international/us/chime,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/99/f0/08/99f008b7-df22-1dde-beaa-a1cab754f107/AppIcon-0-0-1x_U007emarketing-0-6-0-85-220.png/1024x1024bb.png
banks/international/gb/barclays,downloaded,"brand-site | wordmark | 6.03:1 (horizontal, 1410x234) | vector (verify no baked-in background)",https://www.barclays.co.uk/content/dam/icons/favicons/barclays/Wordmark_RGB_Cyan_Large.svg
banks/international/gb/lloyds-bank,downloaded,"brand-site | icon | 1.00:1 (square, 460x460) | has own baked-in background",https://www.lloydsbank.com/apple-touch-icon.png
banks/international/gb/natwest,downloaded,"brand-site | wordmark | 2.88:1 (horizontal, 288x100) | vector (verify no baked-in background)",https://www.natwest.com/content/dam/championlogos/Natwest_Secondary_Horizontal_RGB_NEG.svg
banks/international/gb/santander-uk,downloaded,"brand-site | wordmark | 5.67:1 (horizontal, 816x144) | vector (verify no baked-in background)",https://www.santander.co.uk/themes/custom/santander_web18_2_0/logo.svg
banks/international/gb/monzo,downloaded,"brand-press | icon | 1.11:1 (horizontal, 1024x926) | vector (verify no baked-in background)",https://static-assets.monzo.com/monzo-com/039b8b32b7ae63535e8bdcbc5f1b220079e3a214/_next/static/media/favicon.4c6ebc6f.svg
banks/international/de/deutsche-bank,downloaded,"brand-site | icon | 1.00:1 (square, 32x32) | vector (verify no baked-in background)",https://www.deutsche-bank.de/etc/designs/db-eccs-pws-pwcc/assets/favicon.svg?v=1756713258208
banks/international/de/commerzbank,downloaded,"brand-site | app-icon | 1.00:1 (square, 144x144) | has own baked-in background",https://www.commerzbank.de/ms/media/favicons/apple-touch-icon-144x144_A.png
banks/international/de/n26,downloaded,"brand-press | app-icon | 1.00:1 (square, 256x256) | transparent",https://n26.com/_build/logo-256x256.png
banks/international/fr/bnp-paribas,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/4c/55/b6/4c55b610-8308-25c0-1671-a3a3c961928b/AppIcon-0-0-1x_U007epad-0-1-0-0-0-85-220.png/1024x1024bb.png
banks/international/fr/societe-generale,downloaded,"brand-press | wordmark | 5.00:1 (horizontal, 145x29) | vector (verify no baked-in background)",https://www.societegenerale.com/sites/default/files/image/logo/soc103c-1-0.svg
banks/international/fr/credit-agricole,downloaded,"brand-site | wordmark | 1.00:1 (square, 512x512) | vector (verify no baked-in background)",https://www.credit-agricole.com/assets/build/images/logos/youtube-logo.svg
banks/international/nl/ing,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/4e/22/1c/4e221cfa-d19b-971d-1e67-1b41205678e5/AppIcon-0-0-1x_U007emarketing-0-11-0-sRGB-85-220.png/1024x1024bb.png
banks/international/nl/abn-amro,downloaded,"brand-site | icon | 1.00:1 (square, 24x24) | vector (verify no baked-in background)",https://www.abnamro.nl/favicon.svg
banks/international/nl/rabobank,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/f5/d8/21/f5d82166-92b0-f57e-06cc-28fae7d4c60d/AppIconGlass-0-0-1x_U007epad-0-1-0-sRGB-85-220.png/1024x1024bb.png
banks/international/cn/bank-of-china,downloaded,"brand-site | wordmark | 2.20:1 (horizontal, 132x60) | has own baked-in background",https://www.boc.cn/images/LOGO-AGACCS.gif
banks/international/cn/icbc,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/4a/66/33/4a6633a2-8ad8-0a7a-c145-e87992c20816/AppIcon-0-0-1x_U007emarketing-0-7-0-sRGB-85-220.png/1024x1024bb.png
banks/international/cn/china-construction-bank,unusable,"4 candidate(s), none met the 128px floor",
banks/international/cn/agricultural-bank-of-china,downloaded,"brand-site | wordmark | 4.58:1 (horizontal, 220x48) | transparent",http://www.abchina.com/cn/images/logo_ue2.png
banks/international/cn/china-merchants-bank,downloaded,"brand-site | wordmark | 1:1.11 (vertical, 132x146) | transparent",https://wwwcdn.cmbimg.com/Images/logo.png
banks/international/au/commonwealth-bank,downloaded,"brand-press | wordmark | 1.00:1 (square, 64x64) | vector (verify no baked-in background)",https://www.commbank.com.au/content/dam/commbank/commBank-logo.svg
banks/international/au/westpac,downloaded,"brand-site | unknown | 1.90:1 (horizontal, 1200x630) | has own baked-in background",https://www.westpac.com.au/content/dam/public/wbc/images/home/westpac-logo-social.jpg
banks/international/au/anz-australia,downloaded,"brand-site | app-icon | 1.00:1 (square, 152x152) | has own baked-in background",https://www.anz.com.au/apps/settings/wcm/designs/commons/images/appicons/apple-touch-icon-152x152.png
banks/international/au/nab,downloaded,"brand-site | unknown | 3.00:1 (horizontal, 3000x1000) | has own baked-in background",https://www.nab.com.au/content/dam/nab/images/types/banners/banker-with-customers-smiling-3000x1000.JPG
banks/international/ca/rbc,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/0b/dd/cd/0bddcd59-76bc-29ec-61c8-0adb3a5f0b79/RBCMobile-0-0-1x_U007epad-0-1-0-sRGB-85-220.png/1024x1024bb.png
banks/international/ca/td-bank,downloaded,"brand-site | unknown | 1.90:1 (horizontal, 1200x630) | has own baked-in background",https://www.td.com/content/dam/tdcom/shared/social-media-thumbnail.png
banks/international/ca/scotiabank,downloaded,"brand-site | wordmark | 7.14:1 (horizontal, 207x29) | vector (verify no baked-in background)",https://www.scotiabank.com/content/dam/scotiabank/images/logos/2019/scotiabank-logo-red-desktop-200px.svg
banks/international/jp/mufg-bank,downloaded,"brand-site | wordmark | 1.41:1 (horizontal, 41x29) | vector (verify no baked-in background)",https://www.bk.mufg.jp/shared2019/imgs/logo-20th.svg
banks/international/jp/smbc,downloaded,"brand-site | app-icon | 1.00:1 (square, 192x192) | transparent",https://www.smbc.co.jp/apple-touch-icon.png
banks/international/jp/japan-post-bank,downloaded,"brand-press | unknown | 1.90:1 (horizontal, 1200x630) | has own baked-in background",https://www.jp-bank.japanpost.jp/brand/ambassador/dreams/images/dreams/ogp.jpg
banks/international/kr/kb-kookmin-bank,downloaded,"brand-site | app-icon | 1.00:1 (square, 144x144) | transparent",https://www.kbstar.com/openimg/favi_ipad_n201512.png
banks/international/kr/shinhan-bank,unusable,"5 candidate(s), none met the 128px floor",
banks/international/kr/woori-bank,downloaded,"app-store | app-icon | 1.00:1 (square, 1024x1024) | has own baked-in background",https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/79/7f/ea/797fea22-686a-4db9-cbbd-f8ef3b813725/AppIcon-0-0-1x_U007emarketing-0-11-0-0-sRGB-85-220.png/1024x1024bb.png
banks/international/hk/hang-seng-bank,unusable,"7 candidate(s), none met the 128px floor",
banks/international/hk/bank-of-china-hk,unusable,"4 candidate(s), none met the 128px floor",
ewallets/international/paypal,downloaded,"brand-site | icon | 1.00:1 (square, 196x196) | has own baked-in background",https://www.paypalobjects.com/marketing/web/icons/monogram/pp196.png
ewallets/international/wise,downloaded,"brand-site | icon | 1.00:1 (square, 32x32) | vector (verify no baked-in background)",https://wise.com/public-resources/assets/icons/wise-personal/safari_pinned_tab.svg
ewallets/international/payoneer,downloaded,"brand-site | app-icon | 1.00:1 (square, 152x152) | transparent",https://www.payoneer.com/wp-content/themes/payo/assets/img/favicons/apple-icon-152x152.png
ewallets/international/skrill,downloaded,"brand-site | wordmark | 3.07:1 (horizontal, 141x46) | vector (verify no baked-in background)",https://www.skrill.com/typo3conf/ext/sitepackage/Resources/Public/images/icons/Skrill_Logo_With_Tagline.svg
ewallets/international/western-union,downloaded,"brand-site | unknown | 4.41:1 (horizontal, 260x59) | vector (verify no baked-in background)",https://www.westernunion.com/content/dam/wu/logo/logo.wu.big.svg
ewallets/international/moneygram,downloaded,"brand-site | wordmark | 1:1.14 (vertical, 448x512) | vector (verify no baked-in background)",https://www.moneygram.com/_next/static/media/tiktok_logo_inverse.c05a617f.svg
ewallets/international/worldremit,downloaded,"brand-site | icon | 1.00:1 (square, 32x32) | vector (verify no baked-in background)",https://www.worldremit.com/web-cms-assets/next-assets/icons/favicon.svg
ewallets/international/remitly,downloaded,"brand-site | wordmark | 4.21:1 (horizontal, 236x56) | vector (verify no baked-in background)",https://media.remitly.io/remitly_logo_horizontal_white_tu.zrhAxFCrR5s4IlKb.svg
ewallets/international/cn/alipay,unusable,"6 candidate(s), none met the 128px floor",
ewallets/international/cn/wechat-pay,unusable,"5 candidate(s), none met the 128px floor",
ewallets/international/gb/revolut,downloaded,"brand-site | icon | 1.00:1 (square, 700x700) | vector (verify no baked-in background)",https://assets.revolut.com/assets/favicons/safari-pinned-tab.svg
